customer_id,full_name,email,country,join_date,segment,is_active
2569,James Phillips,jamesphillips_2569@example.com,Canada,2023-11-12,business,True
2570,Dan Johnson,danjohnson_2570@example.com,United States,2024-08-29,retail,True
2571,Linda Bautista,lindabautista_2571@example.com,France,2022-06-07,retail,True
2572,Erin Ramirez,erinramirez_2572@example.com,United States,2023-12-23,premium,True
2573,Paige Meyer,paigemeyer_2573@example.com,India,2023-05-22,retail,True
2574,Maria Roberts,mariaroberts_2574@example.com,United States,2023-08-19,business,True
2575,Ryan Rivera,ryanrivera_2575@example.com,Canada,2022-10-28,retail,True
2576,Joshua Knox,joshuaknox_2576@example.com,Australia,2024-07-15,retail,True
2577,Danielle Mcdaniel,daniellemcdaniel_2577@example.com,Japan,2023-06-12,retail,True
2578,Lisa James,lisajames_2578@example.com,India,2022-01-28,business,True
2579,Jeremy Smith,jeremysmith_2579@example.com,Australia,2024-11-26,retail,True
2580,Andrea Lee,andrealee_2580@example.com,Brazil,2024-09-18,retail,True
2581,Brenda Harris,brendaharris_2581@example.com,United States,2022-10-30,premium,True
2582,Kevin Guerra,kevinguerra_2582@example.com,Canada,2024-01-02,retail,True
2583,Cynthia Miller,cynthiamiller_2583@example.com,Singapore,2024-01-07,retail,True
2584,Emily Griffith,emilygriffith_2584@example.com,Singapore,2022-08-10,premium,True
2585,Christopher Wright,christopherwright_2585@example.com,Japan,2024-07-09,premium,True
2586,Jerome Reid,jeromereid_2586@example.com,Canada,2023-06-28,business,True
2587,Richard Miller,richardmiller_2587@example.com,Australia,2024-03-11,retail,False
2588,Jennifer Jackson,jenniferjackson_2588@example.com,France,2023-09-26,retail,True
2589,Jonathan Moss,jonathanmoss_2589@example.com,Australia,2022-09-09,retail,True
2590,Sally Leon,sallyleon_2590@example.com,Australia,2023-08-14,retail,True
2591,James Dickerson,jamesdickerson_2591@example.com,Canada,2024-08-13,retail,True
2592,Tammy Larson,tammylarson_2592@example.com,France,2022-11-30,retail,True
2593,Nicholas Scott,nicholasscott_2593@example.com,France,2022-02-01,retail,True
2594,Jesse Brooks,jessebrooks_2594@example.com,Brazil,2022-09-10,retail,True
2595,Andrea Taylor,andreataylor_2595@example.com,Singapore,2023-12-23,retail,True
2596,Christopher Lopez,christopherlopez_2596@example.com,France,2022-10-10,retail,True
2597,Jonathan Swanson,jonathanswanson_2597@example.com,Japan,2022-11-14,premium,True
2598,Timothy Bentley DVM,timothybentleydvm_2598@example.com,Canada,2023-02-07,retail,False
2599,John Davidson,johndavidson_2599@example.com,France,2023-03-25,retail,False
2600,Jennifer Williams,jenniferwilliams_2600@example.com,Germany,2024-03-02,retail,False
2601,Janice Cunningham,janicecunningham_2601@example.com,United Kingdom,2023-06-20,business,True
2602,Jeffrey Scott,jeffreyscott_2602@example.com,Canada,2024-06-11,retail,True
2603,Miranda Hicks,mirandahicks_2603@example.com,Brazil,2022-10-13,retail,True
2604,Michael Horton DDS,michaelhortondds_2604@example.com,Canada,2024-05-02,retail,True
2605,Nancy Allen,nancyallen_2605@example.com,United Kingdom,2023-09-01,retail,True
2606,Robert Mccoy,robertmccoy_2606@example.com,Japan,2023-01-11,retail,True
2607,Melissa Brewer,melissabrewer_2607@example.com,Singapore,2022-07-16,retail,True
2608,Jesus Becker,jesusbecker_2608@example.com,Australia,2024-10-28,business,True
2609,Lance Lynn,lancelynn_2609@example.com,India,2023-12-27,retail,True
2610,Alexandria Wise,alexandriawise_2610@example.com,Singapore,2024-08-02,retail,True
2611,Sydney Sanders,sydneysanders_2611@example.com,Singapore,2022-07-01,retail,True
2612,Stephanie Stone,stephaniestone_2612@example.com,France,2023-05-12,retail,True
2613,Jay Gallegos,jaygallegos_2613@example.com,Brazil,2023-08-24,retail,True
2614,Eric Ponce,ericponce_2614@example.com,Canada,2024-04-05,retail,True
2615,Janet Parker,janetparker_2615@example.com,Japan,2024-07-31,business,True
2616,Shawn Luna,shawnluna_2616@example.com,France,2022-08-08,retail,True
2617,Mark Frank,markfrank_2617@example.com,France,2024-09-13,retail,True
2618,Charles Goodman,charlesgoodman_2618@example.com,United Kingdom,2024-11-12,retail,True
2619,Jennifer Parker,jenniferparker_2619@example.com,Germany,2024-11-23,retail,True
2620,Dr. April Jones,drapriljones_2620@example.com,India,2022-10-07,retail,True
2621,Kelly Pena,kellypena_2621@example.com,Canada,2023-09-09,retail,True
2622,Carolyn Brooks,carolynbrooks_2622@example.com,United States,2024-09-20,retail,True
2623,Christina White,christinawhite_2623@example.com,United Kingdom,2022-01-01,retail,True
2624,Joanne Olsen,joanneolsen_2624@example.com,Japan,2022-07-18,retail,True
2625,Anthony White,anthonywhite_2625@example.com,United States,2024-11-01,retail,True
2626,Deanna Barrera,deannabarrera_2626@example.com,United Kingdom,2023-09-07,retail,False
2627,Mark Weber,markweber_2627@example.com,Germany,2023-06-18,business,True
2628,Carol Carter,carolcarter_2628@example.com,Brazil,2022-09-10,retail,True
2629,Donald Peterson,donaldpeterson_2629@example.com,Canada,2022-10-18,business,True
2630,Karen Chambers,karenchambers_2630@example.com,Canada,2024-11-13,retail,True
2631,Antonio Walton,antoniowalton_2631@example.com,India,2024-09-10,retail,True
2632,Kevin Huerta,kevinhuerta_2632@example.com,Brazil,2024-10-06,retail,True
2633,Joseph Smith,josephsmith_2633@example.com,Singapore,2022-08-08,retail,True
2634,Victoria Juarez,victoriajuarez_2634@example.com,Canada,2022-02-27,retail,True
2635,Kara Rogers,kararogers_2635@example.com,Singapore,2022-01-23,retail,True
2636,Jacob Wu,jacobwu_2636@example.com,Brazil,2024-06-29,retail,False
2637,Dr. Teresa Ortega MD,drteresaortegamd_2637@example.com,Canada,2024-08-16,business,True
2638,Henry Rivera,henryrivera_2638@example.com,United States,2022-11-21,retail,True
2639,Jesus Hale,jesushale_2639@example.com,Japan,2023-03-08,retail,True
2640,Stacy Taylor,stacytaylor_2640@example.com,Singapore,2024-11-16,retail,True
2641,Sheila Ramirez,sheilaramirez_2641@example.com,Australia,2023-11-26,retail,True
2642,Robin Richardson,robinrichardson_2642@example.com,Canada,2023-07-25,retail,True
2643,Mary Alvarez,maryalvarez_2643@example.com,Singapore,2022-05-20,business,True
2644,Cole Andersen,coleandersen_2644@example.com,Singapore,2024-08-24,retail,True
2645,Robin Smith,robinsmith_2645@example.com,Japan,2024-12-12,retail,True
2646,Angel Aguirre,angelaguirre_2646@example.com,Brazil,2023-12-14,retail,True
2647,Jeremy Lawson,jeremylawson_2647@example.com,United Kingdom,2022-04-03,retail,True
2648,Lonnie Miller,lonniemiller_2648@example.com,Germany,2022-07-17,retail,True
2649,Timothy Galvan,timothygalvan_2649@example.com,India,2023-10-25,retail,False
2650,Dr. Susan Navarro,drsusannavarro_2650@example.com,Germany,2022-08-04,business,True
2651,Cory Thomas,corythomas_2651@example.com,Singapore,2024-05-10,business,True
2652,Laura Vincent,lauravincent_2652@example.com,France,2022-08-23,retail,True
2653,Bethany Robles,bethanyrobles_2653@example.com,India,2024-02-06,retail,True
2654,Michael Dunn,michaeldunn_2654@example.com,Canada,2023-10-20,retail,True
2655,Carol Griffin,carolgriffin_2655@example.com,Canada,2023-02-14,retail,True
2656,Matthew Allen,matthewallen_2656@example.com,France,2023-04-07,retail,True
2657,Paul Keller,paulkeller_2657@example.com,Japan,2023-01-29,retail,True
2658,Jeffrey Baldwin,jeffreybaldwin_2658@example.com,United Kingdom,2023-02-21,retail,True
2659,Timothy Orr,timothyorr_2659@example.com,United States,2024-01-07,retail,True
2660,Connie Scott,conniescott_2660@example.com,United Kingdom,2023-11-29,retail,True
2661,Steven Martinez,stevenmartinez_2661@example.com,Japan,2024-10-13,retail,True
2662,Joseph Swanson,josephswanson_2662@example.com,India,2024-10-22,retail,True
2663,Michael Wiggins,michaelwiggins_2663@example.com,Japan,2022-10-10,business,True
2664,Pamela Burke,pamelaburke_2664@example.com,Singapore,2022-05-26,retail,True
2665,Jamie Love,jamielove_2665@example.com,Japan,2023-09-03,retail,True
2666,Jane May,janemay_2666@example.com,United States,2023-11-09,retail,True
2667,Savannah Stokes,savannahstokes_2667@example.com,France,2023-05-30,retail,True
2668,Brian Miller,brianmiller_2668@example.com,Canada,2023-08-13,retail,True
2669,Patrick Pineda,patrickpineda_2669@example.com,Japan,2024-10-21,retail,True
2670,Audrey Richardson,audreyrichardson_2670@example.com,Japan,2022-08-16,retail,False
2671,Tiffany Ray,tiffanyray_2671@example.com,France,2022-03-03,retail,True
2672,Antonio Nichols,antonionichols_2672@example.com,Germany,2023-11-17,business,True
2673,Veronica Flores,veronicaflores_2673@example.com,Germany,2023-11-07,business,True
2674,Michael Hogan,michaelhogan_2674@example.com,United States,2023-04-28,retail,True
2675,Lindsay Walker,lindsaywalker_2675@example.com,Brazil,2022-03-14,retail,True
2676,Joshua Murray,joshuamurray_2676@example.com,Singapore,2022-06-15,business,True
2677,Tommy Hood,tommyhood_2677@example.com,Canada,2023-07-09,retail,True
2678,Mr. Kyle Thomas DDS,mrkylethomasdds_2678@example.com,India,2024-11-05,retail,True
2679,Michele George,michelegeorge_2679@example.com,India,2023-09-14,retail,True
2680,William Martinez,williammartinez_2680@example.com,Germany,2022-02-13,business,True
2681,Michelle Mendoza DVM,michellemendozadvm_2681@example.com,Germany,2024-12-30,retail,True
2682,Michael Bennett DVM,michaelbennettdvm_2682@example.com,United States,2024-09-14,retail,True
2683,Ronald Clark,ronaldclark_2683@example.com,Canada,2024-05-30,retail,True
2684,Rita Graves,ritagraves_2684@example.com,United Kingdom,2024-06-15,retail,True
2685,Sean White,seanwhite_2685@example.com,Australia,2023-12-22,retail,True
2686,Mr. William Hopkins,mrwilliamhopkins_2686@example.com,United States,2023-05-03,retail,True
2687,Wendy Kelley,wendykelley_2687@example.com,Germany,2024-04-25,retail,True
2688,Michael Mooney,michaelmooney_2688@example.com,Japan,2022-04-04,premium,True
2689,Jeanne Rose,jeannerose_2689@example.com,Germany,2022-04-27,retail,True
2690,Michael Lee,michaellee_2690@example.com,Canada,2023-08-02,retail,True
2691,Jennifer Anderson,jenniferanderson_2691@example.com,Germany,2023-08-22,retail,True
2692,Lauren Trujillo,laurentrujillo_2692@example.com,United Kingdom,2022-06-07,retail,False
2693,Michelle Ellis,michelleellis_2693@example.com,Germany,2024-10-10,retail,True
2694,Chad Dominguez,chaddominguez_2694@example.com,Germany,2024-06-27,retail,False
2695,Charles Robinson,charlesrobinson_2695@example.com,Japan,2023-08-23,business,True
2696,Nancy Smith,nancysmith_2696@example.com,France,2023-10-16,retail,True
2697,Laura Gregory,lauragregory_2697@example.com,United States,2023-12-11,business,True
2698,Brittany Clements MD,brittanyclementsmd_2698@example.com,Brazil,2024-09-22,retail,True
2699,Tammy Davis,tammydavis_2699@example.com,Canada,2024-12-02,retail,True
2700,Catherine Williams,catherinewilliams_2700@example.com,Germany,2022-09-09,retail,True
2701,Miss Leslie Booker,misslesliebooker_2701@example.com,Canada,2022-03-15,premium,True
2702,Jennifer Johnson,jenniferjohnson_2702@example.com,India,2022-08-22,retail,True
2703,John Watts,johnwatts_2703@example.com,France,2023-07-24,retail,True
2704,Marissa Bennett,marissabennett_2704@example.com,United Kingdom,2022-05-03,retail,True
2705,Rebecca Barrett,rebeccabarrett_2705@example.com,India,2022-02-08,business,True
2706,Sharon Santos,sharonsantos_2706@example.com,United States,2023-04-05,retail,True
2707,Matthew Richardson,matthewrichardson_2707@example.com,Singapore,2024-12-26,retail,True
2708,Bradley Burns,bradleyburns_2708@example.com,Japan,2023-12-14,business,False
2709,Katrina Johnson,katrinajohnson_2709@example.com,Australia,2023-06-22,business,True
2710,Laura Hill,laurahill_2710@example.com,United States,2023-11-30,retail,True
2711,Rebecca White,rebeccawhite_2711@example.com,Singapore,2022-04-27,business,True
2712,Mr. Jeffrey Duncan,mrjeffreyduncan_2712@example.com,France,2024-12-31,retail,True
2713,Arthur Stout,arthurstout_2713@example.com,Brazil,2024-11-28,retail,False
2714,Cathy Hess,cathyhess_2714@example.com,India,2023-05-03,retail,True
2715,Justin Herrera,justinherrera_2715@example.com,France,2022-06-25,premium,True
2716,Katherine Stone,katherinestone_2716@example.com,France,2023-11-23,retail,True
2717,Michelle Tyler,michelletyler_2717@example.com,France,2024-01-11,retail,True
2718,Paul Sheppard,paulsheppard_2718@example.com,Brazil,2022-01-26,retail,True
2719,Catherine George,catherinegeorge_2719@example.com,Australia,2023-06-26,business,True
2720,Justin Mcbride,justinmcbride_2720@example.com,United States,2024-06-19,retail,True
2721,Carl Harris,carlharris_2721@example.com,Australia,2024-09-10,retail,True
2722,Justin York,justinyork_2722@example.com,Singapore,2022-04-30,retail,True
2723,William Hunter,williamhunter_2723@example.com,Brazil,2023-10-06,premium,True
2724,Joshua Henderson,joshuahenderson_2724@example.com,France,2023-07-20,retail,True
2725,April Turner,aprilturner_2725@example.com,Germany,2022-12-24,retail,True
2726,Kelly Patton,kellypatton_2726@example.com,United States,2023-04-22,retail,True
2727,Jill Ray,jillray_2727@example.com,Japan,2024-06-20,retail,True
2728,Kelly Andersen,kellyandersen_2728@example.com,Germany,2022-05-05,premium,False
2729,Joshua Clark,joshuaclark_2729@example.com,France,2022-02-03,retail,True
2730,Robert Young,robertyoung_2730@example.com,Australia,2022-04-02,retail,True
2731,Elijah Wall,elijahwall_2731@example.com,United Kingdom,2024-11-04,retail,True
2732,Lindsey Robinson,lindseyrobinson_2732@example.com,Germany,2023-02-22,retail,True
2733,Carl Dean,carldean_2733@example.com,Singapore,2022-05-27,retail,True
2734,David James,davidjames_2734@example.com,Canada,2022-02-20,retail,True
2735,Jennifer Miller,jennifermiller_2735@example.com,Australia,2024-04-15,business,True
2736,Jeffery Neal,jefferyneal_2736@example.com,France,2022-03-05,retail,True
2737,Andrea Oconnor,andreaoconnor_2737@example.com,Canada,2022-02-22,retail,True
2738,Melissa Lee MD,melissaleemd_2738@example.com,Australia,2024-11-12,retail,True
2739,Samantha Jacobs,samanthajacobs_2739@example.com,Brazil,2023-12-06,business,True
2740,Christian Riddle,christianriddle_2740@example.com,Brazil,2022-03-08,retail,True
2741,Alexander Munoz,alexandermunoz_2741@example.com,United Kingdom,2022-06-08,premium,False
2742,Caleb Rodriguez,calebrodriguez_2742@example.com,Brazil,2024-10-28,premium,True
2743,Andrea Bowman,andreabowman_2743@example.com,Singapore,2022-09-06,business,True
2744,Gavin Nelson,gavinnelson_2744@example.com,United States,2024-08-25,retail,True
2745,Courtney Smith,courtneysmith_2745@example.com,Australia,2023-07-06,retail,True
2746,Wayne Gray,waynegray_2746@example.com,Germany,2023-11-05,retail,True
2747,Timothy Thompson,timothythompson_2747@example.com,Australia,2023-04-18,retail,True
2748,Elizabeth Nicholson,elizabethnicholson_2748@example.com,United Kingdom,2023-05-09,retail,False
2749,Joseph Graves PhD,josephgravesphd_2749@example.com,Singapore,2024-01-12,retail,True
2750,Lisa Mosley,lisamosley_2750@example.com,United Kingdom,2024-01-12,retail,True
2751,Travis Price,travisprice_2751@example.com,India,2024-05-07,retail,True
2752,Patrick Faulkner,patrickfaulkner_2752@example.com,Canada,2023-05-17,retail,True
2753,Linda Atkinson,lindaatkinson_2753@example.com,Brazil,2022-10-10,retail,True
2754,Cameron Smith,cameronsmith_2754@example.com,Australia,2023-10-05,retail,True
2755,Brittney Martinez,brittneymartinez_2755@example.com,Japan,2022-10-31,retail,True
2756,Nicolas Brown,nicolasbrown_2756@example.com,Germany,2023-01-04,business,True
2757,Vanessa Zimmerman,vanessazimmerman_2757@example.com,United Kingdom,2024-05-07,retail,True
2758,Lee Mann,leemann_2758@example.com,India,2022-07-26,retail,True
2759,William Lindsey,williamlindsey_2759@example.com,Singapore,2022-02-19,retail,False
2760,Desiree Patterson,desireepatterson_2760@example.com,Canada,2024-11-20,business,False
2761,Sierra Cervantes,sierracervantes_2761@example.com,Singapore,2023-12-27,retail,True
2762,Scott Meza,scottmeza_2762@example.com,Germany,2023-08-24,retail,True
2763,Erik Davis,erikdavis_2763@example.com,Australia,2022-08-09,premium,True
2764,Nicholas Duffy,nicholasduffy_2764@example.com,Australia,2024-07-08,business,True
2765,Anthony Paul,anthonypaul_2765@example.com,Singapore,2023-08-16,retail,True
2766,Katherine Baxter,katherinebaxter_2766@example.com,Canada,2024-11-09,retail,True
2767,Jessica Romero,jessicaromero_2767@example.com,Brazil,2024-01-28,retail,True
2768,Karen Robertson,karenrobertson_2768@example.com,Australia,2024-06-17,retail,True
2769,Dr. Melissa Sullivan DDS,drmelissasullivandds_2769@example.com,France,2022-07-18,retail,True
2770,Nichole Klein,nicholeklein_2770@example.com,United States,2024-11-26,business,True
2771,Nicole Sanchez,nicolesanchez_2771@example.com,Singapore,2023-08-08,retail,True
2772,Tiffany Morrow,tiffanymorrow_2772@example.com,Canada,2022-10-21,retail,False
2773,Kelsey Lynch,kelseylynch_2773@example.com,Germany,2024-05-31,retail,True
2774,Traci Craig,tracicraig_2774@example.com,Brazil,2023-10-06,retail,True
2775,Kelly Walker,kellywalker_2775@example.com,United Kingdom,2023-08-13,retail,True
2776,Ryan Palmer,ryanpalmer_2776@example.com,Canada,2023-08-14,business,True
2777,Jenny Gray,jennygray_2777@example.com,Brazil,2022-08-06,business,True
2778,Brian Sloan,briansloan_2778@example.com,Canada,2022-07-16,retail,True
2779,Joshua Miranda,joshuamiranda_2779@example.com,Canada,2022-02-26,retail,True
2780,Edwin Carter,edwincarter_2780@example.com,Japan,2023-02-04,retail,True
2781,Oscar Carroll,oscarcarroll_2781@example.com,United States,2024-01-27,retail,False
2782,Eric Fitzpatrick,ericfitzpatrick_2782@example.com,Brazil,2024-05-23,retail,True
2783,Samantha Johnson,samanthajohnson_2783@example.com,India,2023-08-28,business,True
2784,Luke Freeman,lukefreeman_2784@example.com,United Kingdom,2024-06-29,business,True
2785,Luis Murphy,luismurphy_2785@example.com,United Kingdom,2022-10-08,premium,True
2786,Aaron Zamora,aaronzamora_2786@example.com,United Kingdom,2023-12-26,business,True
2787,Henry Garcia,henrygarcia_2787@example.com,Germany,2022-06-02,retail,True
2788,Bradley Robertson Jr.,bradleyrobertsonjr_2788@example.com,France,2024-07-17,retail,True
2789,John Moore,johnmoore_2789@example.com,United Kingdom,2023-10-07,business,True
2790,Courtney Foster,courtneyfoster_2790@example.com,United Kingdom,2024-12-03,retail,True
2791,Jeffrey White,jeffreywhite_2791@example.com,United States,2022-01-17,retail,True
2792,Ashley Gonzales,ashleygonzales_2792@example.com,Germany,2023-02-05,retail,True
2793,Candice Gomez,candicegomez_2793@example.com,Canada,2024-10-14,retail,True
2794,Ian Harrell,ianharrell_2794@example.com,United Kingdom,2024-11-23,business,True
2795,Colton Williams,coltonwilliams_2795@example.com,United States,2024-06-08,retail,True
2796,Patrick Santana,patricksantana_2796@example.com,Germany,2022-12-31,retail,True
2797,Cristian Mendoza,cristianmendoza_2797@example.com,Brazil,2024-02-18,retail,True
2798,Deborah Fisher,deborahfisher_2798@example.com,Australia,2024-09-18,retail,False
2799,Rebecca Klein,rebeccaklein_2799@example.com,France,2023-04-20,business,True
2800,Phillip Macias,phillipmacias_2800@example.com,India,2024-03-14,retail,True
2801,Tammy Cameron,tammycameron_2801@example.com,France,2022-07-17,retail,False
2802,Brian Rodriguez,brianrodriguez_2802@example.com,France,2024-05-09,premium,True
2803,Christopher Porter,christopherporter_2803@example.com,Singapore,2022-08-26,retail,False
2804,Cynthia Gregory,cynthiagregory_2804@example.com,United Kingdom,2023-12-13,retail,True
2805,William Mclaughlin,williammclaughlin_2805@example.com,India,2024-09-28,retail,True
2806,Dylan Tucker,dylantucker_2806@example.com,United States,2023-08-19,retail,True
2807,Danielle Hernandez,daniellehernandez_2807@example.com,Singapore,2022-05-05,retail,True
2808,Danielle Wang,daniellewang_2808@example.com,Australia,2024-04-22,retail,True
2809,Wendy Wright,wendywright_2809@example.com,Singapore,2023-06-18,business,True
2810,Christina Mccarthy,christinamccarthy_2810@example.com,Germany,2023-11-27,retail,True
2811,Meredith Shaw,meredithshaw_2811@example.com,India,2024-04-19,retail,True
2812,Willie Garza,williegarza_2812@example.com,Japan,2023-02-27,retail,True
2813,Crystal Anderson,crystalanderson_2813@example.com,Brazil,2023-11-07,retail,True
2814,William Hickman,williamhickman_2814@example.com,United States,2024-02-16,retail,True
2815,Luis Davis,luisdavis_2815@example.com,Australia,2022-05-10,retail,True
2816,Jason Torres,jasontorres_2816@example.com,Australia,2023-02-11,premium,True
2817,Crystal Rogers,crystalrogers_2817@example.com,Singapore,2023-04-15,retail,True
2818,Jordan Schneider,jordanschneider_2818@example.com,Australia,2023-11-10,retail,True
2819,Derrick Ramirez,derrickramirez_2819@example.com,Germany,2022-01-28,retail,True
2820,Jason Flores,jasonflores_2820@example.com,Japan,2022-07-29,retail,True
2821,Andrew Williams,andrewwilliams_2821@example.com,United States,2022-11-18,retail,True
2822,Christy Kennedy,christykennedy_2822@example.com,Germany,2022-03-11,retail,True
2823,Ashlee Lopez,ashleelopez_2823@example.com,Singapore,2024-03-31,retail,True
2824,Heidi Torres,heiditorres_2824@example.com,France,2022-06-23,retail,True
2825,Adam Arnold,adamarnold_2825@example.com,Singapore,2022-02-11,retail,True
2826,Erin Figueroa,erinfigueroa_2826@example.com,Brazil,2022-11-07,retail,True
2827,Richard Rice,richardrice_2827@example.com,Singapore,2023-02-02,business,True
2828,Matthew Clark,matthewclark_2828@example.com,Australia,2024-05-20,retail,True
2829,Stephen Anderson,stephenanderson_2829@example.com,France,2024-07-28,retail,True
2830,Barbara Willis,barbarawillis_2830@example.com,Brazil,2024-08-23,retail,True
2831,Martha Lee,marthalee_2831@example.com,Germany,2024-04-12,retail,True
2832,Tammy Jones,tammyjones_2832@example.com,Japan,2024-11-03,retail,True
2833,Grace Swanson,graceswanson_2833@example.com,India,2024-03-17,premium,True
2834,Christina Le MD,christinalemd_2834@example.com,United Kingdom,2024-07-15,retail,False
2835,Joshua King,joshuaking_2835@example.com,Singapore,2023-04-21,retail,True
2836,Sarah Meadows,sarahmeadows_2836@example.com,United Kingdom,2023-09-29,retail,True
2837,Stephanie West,stephaniewest_2837@example.com,United Kingdom,2022-07-15,retail,True
2838,Susan Jones,susanjones_2838@example.com,India,2023-05-27,retail,True
2839,Timothy Gordon,timothygordon_2839@example.com,India,2024-12-07,retail,True
2840,Kyle Horton,kylehorton_2840@example.com,Germany,2022-05-01,retail,True
2841,Angel Knight,angelknight_2841@example.com,France,2023-11-23,business,True
2842,Melissa Yang,melissayang_2842@example.com,Brazil,2024-04-12,business,True
2843,Michael Berg,michaelberg_2843@example.com,Germany,2024-09-27,retail,True
2844,Carol Christensen,carolchristensen_2844@example.com,Germany,2023-10-22,retail,True
2845,Richard Morales,richardmorales_2845@example.com,Japan,2022-06-16,business,True
2846,Clinton Moore,clintonmoore_2846@example.com,United Kingdom,2024-02-09,retail,True
2847,Michael Suarez,michaelsuarez_2847@example.com,Japan,2022-09-06,retail,True
2848,Joy Zimmerman,joyzimmerman_2848@example.com,United Kingdom,2022-03-21,business,True
2849,Elizabeth Robinson,elizabethrobinson_2849@example.com,Japan,2024-09-24,retail,True
2850,Kristen Jackson,kristenjackson_2850@example.com,Singapore,2024-03-28,retail,True
2851,David Williams,davidwilliams_2851@example.com,France,2023-07-10,retail,True
2852,Stephen Ho,stephenho_2852@example.com,Australia,2022-12-06,retail,True
2853,Richard Day,richardday_2853@example.com,Germany,2024-01-31,retail,True
2854,Rodney Nichols,rodneynichols_2854@example.com,India,2023-03-08,business,False
2855,Gregory Jacobs,gregoryjacobs_2855@example.com,Canada,2022-12-03,retail,True
2856,Bradley Thornton,bradleythornton_2856@example.com,United States,2023-10-13,retail,True
2857,Miranda Ortiz,mirandaortiz_2857@example.com,United Kingdom,2022-01-12,retail,True
2858,Erika Brown,erikabrown_2858@example.com,United Kingdom,2024-07-28,retail,True
2859,Samantha Robinson,samantharobinson_2859@example.com,India,2022-11-17,retail,True
2860,Cassandra Bonilla,cassandrabonilla_2860@example.com,Germany,2023-12-08,retail,False
2861,Veronica Osborne,veronicaosborne_2861@example.com,France,2023-08-06,business,True
2862,Ashley Reese,ashleyreese_2862@example.com,Brazil,2023-09-19,retail,True
2863,Matthew Berg,matthewberg_2863@example.com,France,2023-02-19,retail,True
2864,Kristen Montoya,kristenmontoya_2864@example.com,Germany,2023-07-28,retail,True
2865,Derrick Perkins,derrickperkins_2865@example.com,Canada,2024-12-05,retail,True
2866,Nicole Moore,nicolemoore_2866@example.com,Australia,2023-07-22,premium,True
2867,Nicholas Richardson,nicholasrichardson_2867@example.com,Brazil,2024-08-27,retail,True
2868,Anna White,annawhite_2868@example.com,Germany,2023-03-20,retail,True
2869,Scott Lopez,scottlopez_2869@example.com,Canada,2022-10-21,retail,True
2870,Nicholas Holland Jr.,nicholashollandjr_2870@example.com,Australia,2022-06-09,business,True
2871,Christopher Long,christopherlong_2871@example.com,Japan,2024-06-19,retail,True
2872,Andrea Jones,andreajones_2872@example.com,France,2024-10-21,retail,True
2873,Terry Waller,terrywaller_2873@example.com,Singapore,2024-02-12,retail,True
2874,Joseph Acosta,josephacosta_2874@example.com,Australia,2023-10-01,business,True
2875,Lindsey Gray,lindseygray_2875@example.com,United Kingdom,2023-03-15,premium,False
2876,Ronald Hines,ronaldhines_2876@example.com,France,2022-10-20,business,True
2877,Amanda Wright,amandawright_2877@example.com,India,2023-05-29,retail,True
2878,Charles Burton,charlesburton_2878@example.com,Singapore,2023-12-15,retail,True
2879,Vincent Rosario,vincentrosario_2879@example.com,India,2023-12-10,retail,True
2880,Noah Morgan,noahmorgan_2880@example.com,Japan,2023-01-27,retail,True
2881,Christina Castillo,christinacastillo_2881@example.com,United States,2023-02-06,retail,True
2882,Jill Martin,jillmartin_2882@example.com,United States,2023-09-28,retail,False
2883,Christopher Brown,christopherbrown_2883@example.com,France,2024-10-26,business,True
2884,Lori Martinez,lorimartinez_2884@example.com,United States,2023-07-18,retail,True
2885,Ashley Phillips,ashleyphillips_2885@example.com,France,2023-07-16,retail,False
2886,Sara Thomas,sarathomas_2886@example.com,United States,2024-08-22,premium,True
2887,Allison Simmons,allisonsimmons_2887@example.com,India,2022-12-22,retail,True
2888,Matthew Perez,matthewperez_2888@example.com,Japan,2022-08-01,retail,True
2889,Janice Henson,janicehenson_2889@example.com,Canada,2022-12-29,business,True
2890,Ashley Jackson,ashleyjackson_2890@example.com,Singapore,2022-09-02,retail,True
2891,Brian Sosa,briansosa_2891@example.com,United States,2023-10-06,retail,True
2892,Luis Wilson,luiswilson_2892@example.com,Germany,2022-02-04,retail,True
2893,Tamara Huang,tamarahuang_2893@example.com,Australia,2022-12-13,business,True
2894,Cassandra Moreno,cassandramoreno_2894@example.com,Australia,2024-11-23,retail,True
2895,Meghan Hernandez,meghanhernandez_2895@example.com,Singapore,2022-05-06,retail,True
2896,Elizabeth Roth,elizabethroth_2896@example.com,Japan,2022-10-30,retail,True
2897,Brian Hendricks,brianhendricks_2897@example.com,India,2022-04-02,retail,True
2898,Tasha Cochran,tashacochran_2898@example.com,Japan,2024-04-18,retail,True
2899,Angela Smith,angelasmith_2899@example.com,United States,2023-09-30,retail,True
2900,Brittany Rios,brittanyrios_2900@example.com,Australia,2024-08-12,retail,True
2901,James Griffith,jamesgriffith_2901@example.com,Brazil,2024-08-06,retail,False
2902,Karen Jones,karenjones_2902@example.com,Canada,2022-06-26,retail,True
2903,Tina Ramirez,tinaramirez_2903@example.com,United States,2022-12-13,retail,True
2904,Zachary White,zacharywhite_2904@example.com,Australia,2024-07-31,retail,True
2905,Francisco Coleman,franciscocoleman_2905@example.com,Germany,2023-09-23,business,True
2906,Jennifer Leon,jenniferleon_2906@example.com,Germany,2022-09-29,retail,True
2907,Robert Valdez,robertvaldez_2907@example.com,France,2022-12-31,retail,True
